"Item_Stock_No";"In_Stock";"Item_Reserved_YN";"Shelf_Location";"Platform_Title_Id";"Rental_Fee";"Late_Fee"
"A11022";"1";"N";"A11022";"1453";"7.9900";"2.9900"
"A11022";"1";"N";"A11022";"1454";"7.9900";"2.9900"
"A11023";"1";"N";"A11023";"1455";"4.9900";"2.9900"
"A11024";"1";"N";"A11024";"1456";"7.9900";"2.9900"
"A11024";"1";"N";"A11024";"1457";"7.9900";"2.9900"
"A11025";"1";"N";"A11025";"1458";"7.9900";"2.9900"
"A11025";"1";"N";"A11025";"1459";"7.9900";"2.9900"
"A11026";"1";"N";"A11026";"1460";"7.9900";"2.9900"
"A11026";"1";"N";"A11026";"1461";"7.9900";"2.9900"
"A11027";"1";"N";"A11027";"1462";"7.9900";"2.9900"
"A11027";"1";"N";"A11027";"1463";"7.9900";"2.9900"
"A11029";"1";"N";"A11029";"1464";"7.9900";"2.9900"
"A11029";"1";"N";"A11029";"1465";"7.9900";"2.9900"
"A11030";"1";"N";"A11030";"1466";"7.9900";"2.9900"
"A11031";"1";"N";"A11031";"1467";"7.9900";"2.9900"
"A11032";"1";"N";"A11032";"1468";"4.9900";"2.9900"
"A11033";"1";"N";"A11033";"1469";"4.9900";"2.9900"
"A11034";"1";"N";"A11034";"1470";"4.9900";"2.9900"
"A11035";"1";"N";"A11035";"1471";"4.9900";"2.9900"
"A11036";"1";"N";"A11036";"1472";"4.9900";"2.9900"
"A11037";"1";"N";"A11037";"1473";"4.9900";"2.9900"
"A11038";"1";"N";"A11038";"1474";"4.9900";"2.9900"
"A11039";"1";"N";"A11039";"1475";"4.9900";"2.9900"
"A11040";"1";"N";"A11040";"1476";"7.9900";"2.9900"
"A11041";"1";"N";"A11041";"1477";"7.9900";"2.9900"
"A11042";"1";"N";"A11042";"1478";"7.9900";"2.9900"
"A11042";"1";"N";"A11042";"1479";"7.9900";"2.9900"
"A11043";"1";"N";"A11043";"1480";"7.9900";"2.9900"
"A11044";"1";"N";"A11044";"1481";"7.9900";"2.9900"
"A11045";"1";"N";"A11045";"1482";"7.9900";"2.9900"
"A11045";"1";"N";"A11045";"1483";"7.9900";"2.9900"
"A11046";"1";"N";"A11046";"1484";"7.9900";"2.9900"
"A11046";"1";"N";"A11046";"1485";"7.9900";"2.9900"
"A11047";"1";"N";"A11047";"1486";"7.9900";"2.9900"
"A11047";"1";"N";"A11047";"1487";"7.9900";"2.9900"
"A11048";"1";"N";"A11048";"1488";"7.9900";"2.9900"
"A11049";"1";"N";"A11049";"1489";"7.9900";"2.9900"
"A11049";"1";"N";"A11049";"1490";"7.9900";"2.9900"
"A11050";"1";"N";"A11050";"1491";"7.9900";"2.9900"
"A11050";"1";"N";"A11050";"1492";"7.9900";"2.9900"
"A11051";"1";"N";"A11051";"1493";"7.9900";"2.9900"
"A11051";"1";"N";"A11051";"1494";"7.9900";"2.9900"
"A11051";"1";"N";"A11051";"1495";"7.9900";"2.9900"
"A11053";"1";"N";"A11053";"1496";"4.9900";"2.9900"
"A11054";"1";"N";"A11054";"1497";"4.9900";"2.9900"
"A11055";"1";"N";"A11055";"1498";"7.9900";"2.9900"
"A11056";"1";"N";"A11056";"1499";"7.9900";"2.9900"
"A11056";"1";"N";"A11056";"1500";"7.9900";"2.9900"
"A11057";"1";"N";"A11057";"1501";"7.9900";"2.9900"
"A11058";"1";"N";"A11058";"1502";"4.9900";"2.9900"
"A11059";"1";"N";"A11059";"1503";"7.9900";"2.9900"
"A11059";"1";"N";"A11059";"1504";"7.9900";"2.9900"
"A11060";"1";"N";"A11060";"1505";"7.9900";"2.9900"
"A11060";"1";"N";"A11060";"1506";"7.9900";"2.9900"
"A11061";"1";"N";"A11061";"1507";"7.9900";"2.9900"
"A11062";"1";"N";"A11062";"1508";"7.9900";"2.9900"
"A11063";"1";"N";"A11063";"1509";"7.9900";"2.9900"
"A11064";"1";"N";"A11064";"1510";"7.9900";"2.9900"
"A11064";"1";"N";"A11064";"1511";"7.9900";"2.9900"
"A11065";"1";"N";"A11065";"1512";"4.9900";"2.9900"
"A11066";"1";"N";"A11066";"1513";"4.9900";"2.9900"
"A11067";"1";"N";"A11067";"1514";"7.9900";"2.9900"
"A11067";"1";"N";"A11067";"1515";"7.9900";"2.9900"
"A11068";"1";"N";"A11068";"1516";"7.9900";"2.9900"
"A11069";"1";"N";"A11069";"1517";"7.9900";"2.9900"
"A11070";"1";"N";"A11070";"1518";"7.9900";"2.9900"
"A11071";"1";"N";"A11071";"1519";"7.9900";"2.9900"
"A11071";"1";"N";"A11071";"1520";"7.9900";"2.9900"
"A11072";"1";"N";"A11072";"1521";"7.9900";"2.9900"
"A11072";"1";"N";"A11072";"1522";"7.9900";"2.9900"
"A11073";"1";"N";"A11073";"1523";"4.9900";"2.9900"
"A11074";"1";"N";"A11074";"1524";"7.9900";"2.9900"
"A11075";"1";"N";"A11075";"1525";"7.9900";"2.9900"
"A11076";"1";"N";"A11076";"1526";"4.9900";"2.9900"
"A11077";"1";"N";"A11077";"1527";"7.9900";"2.9900"
"A11077";"1";"N";"A11077";"1528";"7.9900";"2.9900"
"A11078";"1";"N";"A11078";"1529";"7.9900";"2.9900"
"A11079";"1";"N";"A11079";"1530";"7.9900";"2.9900"
"A11080";"1";"N";"A11080";"1531";"4.9900";"2.9900"
"A11081";"1";"N";"A11081";"1532";"7.9900";"2.9900"
"A11081";"1";"N";"A11081";"1533";"7.9900";"2.9900"
"A11082";"1";"N";"A11082";"1534";"7.9900";"2.9900"
"A11082";"1";"N";"A11082";"1535";"7.9900";"2.9900"
"A11083";"1";"N";"A11083";"1536";"7.9900";"2.9900"
"A11083";"1";"N";"A11083";"1537";"7.9900";"2.9900"
"A11084";"1";"N";"A11084";"1538";"7.9900";"2.9900"
"A11084";"1";"N";"A11084";"1539";"7.9900";"2.9900"
"A11085";"1";"N";"A11085";"1540";"7.9900";"2.9900"
"A11086";"1";"N";"A11086";"1541";"7.9900";"2.9900"
"A11086";"1";"N";"A11086";"1542";"7.9900";"2.9900"
"A11087";"1";"N";"A11087";"1543";"7.9900";"2.9900"
"A11087";"1";"N";"A11087";"1544";"7.9900";"2.9900"
"A11088";"1";"N";"A11088";"1545";"7.9900";"2.9900"
"A11088";"1";"N";"A11088";"1546";"7.9900";"2.9900"
"A11089";"1";"N";"A11089";"1547";"4.9900";"2.9900"
"A11090";"1";"N";"A11090";"1548";"7.9900";"2.9900"
"A11090";"1";"N";"A11090";"1549";"7.9900";"2.9900"
"A11091";"1";"N";"A11091";"1550";"7.9900";"2.9900"
"A11092";"1";"N";"A11092";"1551";"4.9900";"2.9900"
"A11093";"1";"N";"A11093";"1552";"4.9900";"2.9900"
"A11094";"1";"N";"A11094";"1553";"4.9900";"2.9900"
"A11095";"1";"N";"A11095";"1554";"7.9900";"2.9900"
"A11096";"1";"N";"A11096";"1555";"7.9900";"2.9900"
"A11097";"1";"N";"A11097";"1556";"4.9900";"2.9900"
"A11098";"1";"N";"A11098";"1557";"4.9900";"2.9900"
"A11099";"1";"N";"A11099";"1558";"4.9900";"2.9900"
"A11100";"1";"N";"A11100";"1559";"7.9900";"2.9900"
"A11100";"1";"N";"A11100";"1560";"7.9900";"2.9900"
"A11101";"1";"N";"A11101";"1561";"7.9900";"2.9900"
"A11101";"1";"N";"A11101";"1562";"7.9900";"2.9900"
"A11102";"1";"N";"A11102";"1563";"7.9900";"2.9900"
"A11103";"1";"N";"A11103";"1564";"7.9900";"2.9900"
"A11104";"1";"N";"A11104";"1565";"4.9900";"2.9900"
"A11105";"1";"N";"A11105";"1566";"4.9900";"2.9900"
"A11106";"1";"N";"A11106";"1567";"7.9900";"2.9900"
"A11107";"1";"N";"A11107";"1568";"7.9900";"2.9900"
"A11108";"1";"N";"A11108";"1569";"7.9900";"2.9900"
"A11109";"1";"N";"A11109";"1570";"7.9900";"2.9900"
"A11110";"1";"N";"A11110";"1571";"4.9900";"2.9900"
"A11110";"1";"N";"A11110";"1572";"4.9900";"2.9900"
"A11111";"1";"N";"A11111";"1573";"7.9900";"2.9900"
"A11111";"1";"N";"A11111";"1574";"7.9900";"2.9900"
"A11111";"1";"N";"A11111";"1575";"7.9900";"2.9900"
"A11113";"1";"N";"A11113";"1576";"7.9900";"2.9900"
"A11114";"1";"N";"A11114";"1577";"7.9900";"2.9900"
"A11115";"1";"N";"A11115";"1578";"7.9900";"2.9900"
"A11116";"1";"N";"A11116";"1579";"7.9900";"2.9900"
"A11117";"1";"N";"A11117";"1580";"7.9900";"2.9900"
"A11117";"1";"N";"A11117";"1581";"7.9900";"2.9900"
"A11118";"1";"N";"A11118";"1582";"7.9900";"2.9900"
"A11119";"1";"N";"A11119";"1583";"4.9900";"2.9900"
"A11120";"1";"N";"A11120";"1584";"7.9900";"2.9900"
"A11121";"1";"N";"A11121";"1585";"7.9900";"2.9900"
"A11121";"1";"N";"A11121";"1586";"7.9900";"2.9900"
"A11122";"1";"N";"A11122";"1587";"7.9900";"2.9900"
"A11123";"1";"N";"A11123";"1588";"7.9900";"2.9900"
"A11123";"1";"N";"A11123";"1589";"7.9900";"2.9900"
"A11124";"1";"N";"A11124";"1590";"7.9900";"2.9900"
"A11124";"1";"N";"A11124";"1591";"7.9900";"2.9900"
"A11125";"1";"N";"A11125";"1592";"7.9900";"2.9900"
"A11126";"1";"N";"A11126";"1593";"7.9900";"2.9900"
"A11127";"1";"N";"A11127";"1594";"4.9900";"2.9900"
"A11128";"1";"N";"A11128";"1595";"7.9900";"2.9900"
"A11129";"1";"N";"A11129";"1596";"4.9900";"2.9900"
"A11130";"1";"N";"A11130";"1597";"4.9900";"2.9900"
"A11131";"1";"N";"A11131";"1598";"7.9900";"2.9900"
"A11132";"1";"N";"A11132";"1599";"7.9900";"2.9900"
"A11133";"1";"N";"A11133";"1600";"7.9900";"2.9900"
"A11134";"1";"N";"A11134";"1601";"7.9900";"2.9900"
"A11135";"1";"N";"A11135";"1602";"7.9900";"2.9900"
"A11136";"1";"N";"A11136";"1603";"7.9900";"2.9900"
"A11137";"1";"N";"A11137";"1604";"7.9900";"2.9900"
"A11137";"1";"N";"A11137";"1605";"7.9900";"2.9900"
"A11137";"1";"N";"A11137";"1606";"7.9900";"2.9900"
"A11138";"1";"N";"A11138";"1607";"4.9900";"2.9900"
"A11139";"1";"N";"A11139";"1608";"7.9900";"2.9900"
"A11140";"1";"N";"A11140";"1609";"7.9900";"2.9900"
"A11141";"1";"N";"A11141";"1610";"4.9900";"2.9900"
"A11142";"1";"N";"A11142";"1611";"7.9900";"2.9900"
"A11143";"1";"N";"A11143";"1612";"7.9900";"2.9900"
"A11144";"1";"N";"A11144";"1613";"7.9900";"2.9900"
"A11144";"1";"N";"A11144";"1614";"7.9900";"2.9900"
"A11146";"1";"N";"A11146";"1615";"7.9900";"2.9900"
"A11146";"1";"N";"A11146";"1616";"7.9900";"2.9900"
"A11148";"1";"N";"A11148";"1617";"7.9900";"2.9900"
"A11149";"1";"N";"A11149";"1618";"4.9900";"2.9900"
"A11150";"1";"N";"A11150";"1619";"7.9900";"2.9900"
"A11151";"1";"N";"A11151";"1620";"7.9900";"2.9900"
"A11151";"1";"N";"A11151";"1621";"7.9900";"2.9900"
"A11152";"1";"N";"A11152";"1622";"7.9900";"2.9900"
"A11152";"1";"N";"A11152";"1623";"7.9900";"2.9900"
"A11153";"1";"N";"A11153";"1624";"7.9900";"2.9900"
"A11153";"1";"N";"A11153";"1625";"7.9900";"2.9900"
"A11154";"1";"N";"A11154";"1626";"7.9900";"2.9900"
"A11154";"1";"N";"A11154";"1627";"7.9900";"2.9900"
"A11154";"1";"N";"A11154";"1628";"7.9900";"2.9900"
"A11157";"1";"N";"A11157";"1629";"7.9900";"2.9900"
"A11158";"1";"N";"A11158";"1630";"4.9900";"2.9900"
"A11159";"1";"N";"A11159";"1631";"4.9900";"2.9900"
"A11160";"1";"N";"A11160";"1632";"7.9900";"2.9900"
"A11161";"1";"N";"A11161";"1633";"7.9900";"2.9900"
"A11161";"1";"N";"A11161";"1634";"7.9900";"2.9900"
"A11162";"1";"N";"A11162";"1635";"4.9900";"2.9900"
"A11163";"1";"N";"A11163";"1636";"4.9900";"2.9900"
"A11164";"1";"N";"A11164";"1637";"7.9900";"2.9900"
"A11165";"1";"N";"A11165";"1638";"7.9900";"2.9900"
"A11166";"1";"N";"A11166";"1639";"7.9900";"2.9900"
"A11166";"1";"N";"A11166";"1640";"7.9900";"2.9900"
"A11168";"1";"N";"A11168";"1641";"7.9900";"2.9900"
"A11169";"1";"N";"A11169";"1642";"7.9900";"2.9900"
"A11170";"1";"N";"A11170";"1643";"4.9900";"2.9900"
"A11171";"1";"N";"A11171";"1644";"7.9900";"2.9900"
"A11172";"1";"N";"A11172";"1645";"7.9900";"2.9900"
"A11173";"1";"N";"A11173";"1646";"7.9900";"2.9900"
"A11174";"1";"N";"A11174";"1647";"7.9900";"2.9900"
"A11175";"1";"N";"A11175";"1648";"7.9900";"2.9900"
"A11176";"1";"N";"A11176";"1649";"7.9900";"2.9900"
"A11176";"1";"N";"A11176";"1650";"7.9900";"2.9900"
"A11176";"1";"N";"A11176";"1651";"7.9900";"2.9900"
"A11178";"1";"N";"A11178";"1652";"7.9900";"2.9900"
"A11179";"1";"N";"A11179";"1653";"7.9900";"2.9900"
"A11180";"1";"N";"A11180";"1654";"7.9900";"2.9900"
"A11181";"1";"N";"A11181";"1655";"7.9900";"2.9900"
"A11182";"1";"N";"A11182";"1656";"7.9900";"2.9900"
"A11183";"1";"N";"A11183";"1657";"7.9900";"2.9900"
"A11184";"1";"N";"A11184";"1658";"7.9900";"2.9900"
"A11185";"1";"N";"A11185";"1659";"7.9900";"2.9900"
"A11185";"1";"N";"A11185";"1660";"7.9900";"2.9900"
"A11186";"1";"N";"A11186";"1661";"4.9900";"2.9900"
"A11187";"1";"N";"A11187";"1662";"7.9900";"2.9900"
"A11187";"1";"N";"A11187";"1663";"7.9900";"2.9900"
"A11188";"1";"N";"A11188";"1664";"7.9900";"2.9900"
"A11189";"1";"N";"A11189";"1665";"7.9900";"2.9900"
"A11190";"1";"N";"A11190";"1666";"7.9900";"2.9900"
"A11191";"1";"N";"A11191";"1667";"7.9900";"2.9900"
"A11192";"1";"N";"A11192";"1668";"4.9900";"2.9900"
"A11193";"1";"N";"A11193";"1669";"7.9900";"2.9900"
"A11193";"1";"N";"A11193";"1670";"7.9900";"2.9900"
"A11195";"1";"N";"A11195";"1671";"7.9900";"2.9900"
"A11196";"1";"N";"A11196";"1672";"7.9900";"2.9900"
"A11197";"1";"N";"A11197";"1673";"4.9900";"2.9900"
"A11198";"1";"N";"A11198";"1674";"7.9900";"2.9900"
"A11198";"1";"N";"A11198";"1675";"7.9900";"2.9900"
"A11199";"1";"N";"A11199";"1676";"7.9900";"2.9900"
"A11199";"1";"N";"A11199";"1677";"7.9900";"2.9900"
"A11201";"1";"N";"A11201";"1678";"7.9900";"2.9900"
"A11201";"1";"N";"A11201";"1679";"7.9900";"2.9900"
"A11202";"1";"N";"A11202";"1680";"7.9900";"2.9900"
"A11203";"1";"N";"A11203";"1681";"7.9900";"2.9900"
"A11204";"1";"N";"A11204";"1682";"4.9900";"2.9900"
"A11205";"1";"N";"A11205";"1683";"7.9900";"2.9900"
"A11206";"1";"N";"A11206";"1684";"7.9900";"2.9900"
"A11207";"1";"N";"A11207";"1685";"7.9900";"2.9900"
"A11207";"1";"N";"A11207";"1686";"7.9900";"2.9900"
"A11208";"1";"N";"A11208";"1687";"7.9900";"2.9900"
"A11208";"1";"N";"A11208";"1688";"7.9900";"2.9900"
"A11210";"1";"N";"A11210";"1689";"7.9900";"2.9900"
"A11211";"1";"N";"A11211";"1690";"7.9900";"2.9900"
"A11212";"1";"N";"A11212";"1691";"7.9900";"2.9900"
"A11213";"1";"N";"A11213";"1692";"7.9900";"2.9900"
"A11214";"1";"N";"A11214";"1693";"4.9900";"2.9900"
"A11215";"1";"N";"A11215";"1694";"4.9900";"2.9900"
"A11216";"1";"N";"A11216";"1695";"7.9900";"2.9900"
"A11217";"1";"N";"A11217";"1696";"7.9900";"2.9900"
"A11218";"1";"N";"A11218";"1697";"7.9900";"2.9900"
"A11218";"1";"N";"A11218";"1698";"7.9900";"2.9900"
"A11220";"1";"N";"A11220";"1699";"7.9900";"2.9900"
"A11220";"1";"N";"A11220";"1700";"7.9900";"2.9900"
"A11221";"1";"N";"A11221";"1701";"7.9900";"2.9900"
"A11222";"1";"N";"A11222";"1702";"7.9900";"2.9900"
"A11223";"1";"N";"A11223";"1703";"7.9900";"2.9900"
"A11224";"1";"N";"A11224";"1704";"7.9900";"2.9900"
"A11225";"1";"N";"A11225";"1705";"4.9900";"2.9900"
"A11226";"1";"N";"A11226";"1706";"7.9900";"2.9900"
"A11227";"1";"N";"A11227";"1707";"4.9900";"2.9900"
"A11228";"1";"N";"A11228";"1708";"7.9900";"2.9900"
"A11229";"1";"N";"A11229";"1709";"4.9900";"2.9900"
"A11230";"1";"N";"A11230";"1710";"4.9900";"2.9900"
"A11231";"1";"N";"A11231";"1711";"7.9900";"2.9900"
"A11231";"1";"N";"A11231";"1712";"7.9900";"2.9900"
"A11232";"1";"N";"A11232";"1713";"7.9900";"2.9900"
"A11233";"1";"N";"A11233";"1714";"7.9900";"2.9900"
"A11234";"1";"N";"A11234";"1715";"7.9900";"2.9900"
"A11234";"1";"N";"A11234";"1716";"7.9900";"2.9900"
"A11235";"1";"N";"A11235";"1717";"7.9900";"2.9900"
"A11236";"1";"N";"A11236";"1718";"7.9900";"2.9900"
"A11237";"1";"N";"A11237";"1719";"7.9900";"2.9900"
"A11237";"1";"N";"A11237";"1720";"7.9900";"2.9900"
"A11238";"1";"N";"A11238";"1721";"4.9900";"2.9900"
"A11239";"1";"N";"A11239";"1722";"7.9900";"2.9900"
"A11239";"1";"N";"A11239";"1723";"7.9900";"2.9900"
"A11241";"1";"N";"A11241";"1724";"7.9900";"2.9900"
"A11242";"1";"N";"A11242";"1725";"7.9900";"2.9900"
"A11242";"1";"N";"A11242";"1726";"7.9900";"2.9900"
"A11242";"1";"N";"A11242";"1727";"7.9900";"2.9900"
"A11244";"1";"N";"A11244";"1728";"4.9900";"2.9900"
"A11245";"1";"N";"A11245";"1729";"7.9900";"2.9900"
"A11246";"1";"N";"A11246";"1730";"7.9900";"2.9900"
"A11247";"1";"N";"A11247";"1731";"4.9900";"2.9900"
"A11248";"1";"N";"A11248";"1732";"7.9900";"2.9900"
"A11248";"1";"N";"A11248";"1733";"7.9900";"2.9900"
"A11248";"1";"N";"A11248";"1734";"7.9900";"2.9900"
"A11249";"1";"N";"A11249";"1735";"7.9900";"2.9900"
"A11249";"1";"N";"A11249";"1736";"7.9900";"2.9900"
"A11249";"1";"N";"A11249";"1737";"7.9900";"2.9900"
"A11250";"1";"N";"A11250";"1738";"7.9900";"2.9900"
"A11250";"1";"N";"A11250";"1739";"7.9900";"2.9900"
"A11250";"1";"N";"A11250";"1740";"7.9900";"2.9900"
"A11251";"1";"N";"A11251";"1741";"7.9900";"2.9900"
"A11251";"1";"N";"A11251";"1742";"7.9900";"2.9900"
"A11252";"1";"N";"A11252";"1743";"7.9900";"2.9900"
"A11252";"1";"N";"A11252";"1744";"7.9900";"2.9900"
"A11254";"1";"N";"A11254";"1745";"7.9900";"2.9900"
"A11254";"1";"N";"A11254";"1746";"7.9900";"2.9900"
"A11255";"1";"N";"A11255";"1747";"4.9900";"2.9900"
"A11256";"1";"N";"A11256";"1748";"4.9900";"2.9900"
"A11257";"1";"N";"A11257";"1749";"7.9900";"2.9900"
"A11258";"1";"N";"A11258";"1750";"7.9900";"2.9900"
"A11258";"1";"N";"A11258";"1751";"7.9900";"2.9900"
"A11259";"1";"N";"A11259";"1752";"4.9900";"2.9900"
"A11260";"1";"N";"A11260";"1753";"4.9900";"2.9900"
"A11261";"1";"N";"A11261";"1754";"4.9900";"2.9900"
"A11262";"1";"N";"A11262";"1755";"7.9900";"2.9900"
"A11263";"1";"N";"A11263";"1756";"7.9900";"2.9900"
"A11264";"1";"N";"A11264";"1757";"7.9900";"2.9900"
"A11265";"1";"N";"A11265";"1758";"4.9900";"2.9900"
"A11266";"1";"N";"A11266";"1759";"7.9900";"2.9900"
"A11267";"1";"N";"A11267";"1760";"4.9900";"2.9900"
"A11268";"1";"N";"A11268";"1761";"4.9900";"2.9900"
"A11269";"1";"N";"A11269";"1762";"4.9900";"2.9900"
"A11270";"1";"N";"A11270";"1763";"7.9900";"2.9900"
"A11271";"1";"N";"A11271";"1764";"7.9900";"2.9900"
"A11272";"1";"N";"A11272";"1765";"7.9900";"2.9900"
"A11272";"1";"N";"A11272";"1766";"7.9900";"2.9900"
"A11274";"1";"N";"A11274";"1767";"4.9900";"2.9900"
"A11275";"1";"N";"A11275";"1768";"7.9900";"2.9900"
"A11276";"1";"N";"A11276";"1769";"4.9900";"2.9900"
"A11277";"1";"N";"A11277";"1770";"7.9900";"2.9900"
"A11277";"1";"N";"A11277";"1771";"7.9900";"2.9900"
"A11277";"1";"N";"A11277";"1772";"7.9900";"2.9900"
"A11278";"1";"N";"A11278";"1773";"7.9900";"2.9900"
"A11279";"1";"N";"A11279";"1774";"7.9900";"2.9900"
"A11280";"1";"N";"A11280";"1775";"7.9900";"2.9900"
"A11281";"1";"N";"A11281";"1776";"7.9900";"2.9900"
"A11281";"1";"N";"A11281";"1777";"7.9900";"2.9900"
"A11282";"1";"N";"A11282";"1778";"7.9900";"2.9900"
"A11283";"1";"N";"A11283";"1779";"7.9900";"2.9900"
"A11284";"1";"N";"A11284";"1780";"4.9900";"2.9900"
"A11285";"1";"N";"A11285";"1781";"4.9900";"2.9900"
"A11286";"1";"N";"A11286";"1782";"4.9900";"2.9900"
"A11287";"1";"N";"A11287";"1783";"7.9900";"2.9900"
"A11288";"1";"N";"A11288";"1784";"7.9900";"2.9900"
"A11288";"1";"N";"A11288";"1785";"7.9900";"2.9900"
"A11289";"1";"N";"A11289";"1786";"7.9900";"2.9900"
"A11290";"1";"N";"A11290";"1787";"4.9900";"2.9900"
"A11291";"1";"N";"A11291";"1788";"7.9900";"2.9900"
"A11292";"1";"N";"A11292";"1789";"7.9900";"2.9900"
"A11293";"1";"N";"A11293";"1790";"7.9900";"2.9900"
"A11294";"1";"N";"A11294";"1791";"7.9900";"2.9900"
"A11295";"1";"N";"A11295";"1792";"7.9900";"2.9900"
"A11296";"1";"N";"A11296";"1793";"7.9900";"2.9900"
"A11297";"1";"N";"A11297";"1794";"7.9900";"2.9900"
"A11297";"1";"N";"A11297";"1795";"7.9900";"2.9900"
"A11299";"1";"N";"A11299";"1796";"7.9900";"2.9900"
"A11300";"1";"N";"A11300";"1797";"7.9900";"2.9900"
"A11301";"1";"N";"A11301";"1798";"4.9900";"2.9900"
"A11302";"1";"N";"A11302";"1799";"7.9900";"2.9900"
"A11303";"1";"N";"A11303";"1800";"7.9900";"2.9900"
"A11304";"1";"N";"A11304";"1801";"7.9900";"2.9900"
"A11305";"1";"N";"A11305";"1802";"7.9900";"2.9900"
"A11306";"1";"N";"A11306";"1803";"4.9900";"2.9900"
"A11307";"1";"N";"A11307";"1804";"7.9900";"2.9900"
"A11307";"1";"N";"A11307";"1805";"7.9900";"2.9900"
"A11309";"1";"N";"A11309";"1806";"4.9900";"2.9900"
"A11310";"1";"N";"A11310";"1807";"7.9900";"2.9900"
"A11310";"1";"N";"A11310";"1808";"7.9900";"2.9900"
"A11311";"1";"N";"A11311";"1809";"4.9900";"2.9900"
"A11312";"1";"N";"A11312";"1810";"7.9900";"2.9900"
"A11313";"1";"N";"A11313";"1811";"4.9900";"2.9900"
"A11313";"1";"N";"A11313";"1812";"4.9900";"2.9900"
"A11314";"1";"N";"A11314";"1813";"7.9900";"2.9900"
"A11314";"1";"N";"A11314";"1814";"7.9900";"2.9900"
"A11315";"1";"N";"A11315";"1815";"7.9900";"2.9900"
"A11315";"1";"N";"A11315";"1816";"7.9900";"2.9900"
"A11317";"1";"N";"A11317";"1817";"7.9900";"2.9900"
"A11318";"1";"N";"A11318";"1818";"4.9900";"2.9900"
"A11319";"1";"N";"A11319";"1819";"7.9900";"2.9900"
"A11319";"1";"N";"A11319";"1820";"7.9900";"2.9900"
"A11320";"1";"N";"A11320";"1821";"7.9900";"2.9900"
"A11320";"1";"N";"A11320";"1822";"7.9900";"2.9900"
"A11321";"1";"N";"A11321";"1823";"4.9900";"2.9900"
"A11322";"1";"N";"A11322";"1824";"7.9900";"2.9900"
"A11323";"1";"N";"A11323";"1825";"7.9900";"2.9900"
"A11323";"1";"N";"A11323";"1826";"7.9900";"2.9900"
"A11324";"1";"N";"A11324";"1827";"7.9900";"2.9900"
"A11324";"1";"N";"A11324";"1828";"7.9900";"2.9900"
"A11325";"1";"N";"A11325";"1829";"7.9900";"2.9900"
"A11325";"1";"N";"A11325";"1830";"7.9900";"2.9900"
"A11326";"1";"N";"A11326";"1831";"7.9900";"2.9900"
"A11327";"1";"N";"A11327";"1832";"7.9900";"2.9900"
"A11328";"1";"N";"A11328";"1833";"7.9900";"2.9900"
"A11328";"1";"N";"A11328";"1834";"7.9900";"2.9900"
"A11329";"1";"N";"A11329";"1835";"7.9900";"2.9900"
"A11330";"1";"N";"A11330";"1836";"7.9900";"2.9900"
"A11331";"1";"N";"A11331";"1837";"7.9900";"2.9900"
"A11332";"1";"N";"A11332";"1838";"7.9900";"2.9900"
"A11333";"1";"N";"A11333";"1839";"7.9900";"2.9900"
"A11334";"1";"N";"A11334";"1840";"7.9900";"2.9900"
"A11335";"1";"N";"A11335";"1841";"7.9900";"2.9900"
"A11336";"1";"N";"A11336";"1842";"7.9900";"2.9900"
"A11337";"1";"N";"A11337";"1843";"7.9900";"2.9900"
"A11338";"1";"N";"A11338";"1844";"7.9900";"2.9900"
"A11339";"1";"N";"A11339";"1845";"4.9900";"2.9900"
"A11340";"1";"N";"A11340";"1846";"4.9900";"2.9900"
"A11341";"1";"N";"A11341";"1847";"4.9900";"2.9900"
"A11342";"1";"N";"A11342";"1848";"4.9900";"2.9900"
"A11343";"1";"N";"A11343";"1849";"4.9900";"2.9900"
"A11344";"1";"N";"A11344";"1850";"7.9900";"2.9900"
"A11344";"1";"N";"A11344";"1851";"7.9900";"2.9900"
"A11344";"1";"N";"A11344";"1852";"7.9900";"2.9900"
"A11345";"1";"N";"A11345";"1853";"7.9900";"2.9900"
"A11346";"1";"N";"A11346";"1854";"7.9900";"2.9900"
"A11347";"1";"N";"A11347";"1855";"7.9900";"2.9900"
"A11348";"1";"N";"A11348";"1856";"7.9900";"2.9900"
"A11349";"1";"N";"A11349";"1857";"7.9900";"2.9900"
"A11350";"1";"N";"A11350";"1858";"4.9900";"2.9900"
"A11351";"1";"N";"A11351";"1859";"7.9900";"2.9900"
"A11352";"1";"N";"A11352";"1860";"7.9900";"2.9900"
"A11353";"1";"N";"A11353";"1861";"7.9900";"2.9900"
"A11354";"1";"N";"A11354";"1862";"7.9900";"2.9900"
"A11354";"1";"N";"A11354";"1863";"7.9900";"2.9900"
"A11355";"1";"N";"A11355";"1864";"7.9900";"2.9900"
"A11356";"1";"N";"A11356";"1865";"7.9900";"2.9900"
"A11357";"1";"N";"A11357";"1866";"7.9900";"2.9900"
"A11358";"1";"N";"A11358";"1867";"7.9900";"2.9900"
"A11359";"1";"N";"A11359";"1868";"7.9900";"2.9900"
"A11360";"1";"N";"A11360";"1869";"7.9900";"2.9900"
"A11361";"1";"N";"A11361";"1870";"4.9900";"2.9900"
"A11362";"1";"N";"A11362";"1871";"7.9900";"2.9900"
"A11363";"1";"N";"A11363";"1872";"7.9900";"2.9900"
"A11364";"1";"N";"A11364";"1873";"7.9900";"2.9900"
"A11365";"1";"N";"A11365";"1874";"7.9900";"2.9900"
